id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,target
57823368,0.0,22800.0,22800.0,22600.0,0,15.61,797.2,5,17,9,0,60000.0,2,-1,0,0,328,11,15.36,0.0,267,675.0,679.0,0.0,31.0,0.0,6.0,0.0,1915.0,83.3,12.0,1,0.0,0.0,10520.58,10428.29,5874.83,2874.6,0.0,1771.15,318.8069999939,19,797.2,0,19,534.0,530.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,272383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,5.0,45397.0,85.0,95.7,0.0,0.0,94.0,25.0,4.0,4.0,2.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,3.0,83.3,100.0,0.0,0.0,397673.0,27262.0,2000.0,29873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57803475,0.0,6350.0,6350.0,6350.0,0,12.29,211.8,0,1,0,0,34000.0,0,-1,0,0,556,11,19.49,0.0,273,695.0,699.0,0.0,47.0,0.0,10.0,0.0,18732.0,67.9,27.0,0,0.0,0.0,7613.048915268399,7613.05,6350.0,1263.05,0.0,0.0,0.0,36,632.32,0,6,714.0,710.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,536.0,194491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600.0,0.0,0.0,0.0,4.0,19449.0,6006.0,66.6,0.0,0.0,127.0,187.0,4.0,4.0,3.0,4.0,47.0,21.0,47.0,0.0,3.0,6.0,3.0,11.0,4.0,8.0,19.0,6.0,10.0,0.0,0.0,0.0,2.0,88.9,66.7,0.0,0.0,224512.0,20541.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57618139,0.0,30500.0,30500.0,30300.0,1,15.61,735.4,5,17,0,0,61000.0,1,-1,0,0,441,2,20.07,0.0,269,700.0,704.0,0.0,46.0,0.0,10.0,0.0,1176.0,3.7,26.0,1,0.0,0.0,38064.1194241622,37814.52,30500.0,7564.12,0.0,0.0,0.0,2,22673.62,0,14,794.0,790.0,0.0,46.0,1.0,0,0.0,0.0,0,0.0,12482.0,196204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32100.0,0.0,0.0,0.0,1.0,19620.0,25930.0,2.9,0.0,0.0,129.0,449.0,99.0,22.0,4.0,114.0,46.0,0.0,46.0,3.0,2.0,3.0,2.0,7.0,10.0,5.0,12.0,3.0,10.0,0.0,0.0,0.0,0.0,88.5,0.0,0.0,0.0,287998.0,37970.0,26700.0,43898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57226199,0.0,18000.0,18000.0,18000.0,1,10.99,391.28,1,2,4,1,65000.0,1,-1,0,4,126,13,18.42,0.0,173,695.0,699.0,1.0,0.0,0.0,11.0,0.0,31745.0,68.9,21.0,0,0.0,0.0,21795.6934556466,21795.69,18000.0,3795.69,0.0,0.0,0.0,16,11231.13,0,11,734.0,730.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,36754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46100.0,0.0,0.0,0.0,1.0,3675.0,5755.0,83.1,0.0,0.0,130.0,180.0,3.0,3.0,0.0,78.0,0.0,3.0,0.0,0.0,6.0,8.0,6.0,10.0,4.0,10.0,17.0,8.0,11.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,64507.0,36754.0,34100.0,18407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
56060751,0.0,25000.0,25000.0,25000.0,0,10.99,818.35,1,2,0,0,110000.0,0,-1,0,0,544,12,15.69,1.0,188,660.0,664.0,2.0,19.0,28.0,14.0,1.0,38857.0,49.9,37.0,0,0.0,0.0,29445.320578973,29445.32,25000.0,4445.32,0.0,0.0,0.0,8,818.33,0,6,679.0,675.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,965.0,376890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77800.0,0.0,0.0,0.0,4.0,26921.0,28906.0,56.1,0.0,0.0,150.0,386.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,7.0,9.0,9.0,14.0,7.0,12.0,21.0,9.0,14.0,0.0,0.0,0.0,2.0,91.9,44.4,0.0,0.0,434795.0,48948.0,65800.0,15995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
56028526,0.0,28000.0,28000.0,28000.0,1,9.99,594.78,1,18,11,0,140000.0,0,-1,0,0,93,23,9.3,0.0,97,715.0,719.0,0.0,24.0,0.0,15.0,0.0,19135.0,31.6,33.0,1,9391.98,9391.98,25544.46,25544.46,18608.02,6936.44,0.0,0.0,0.0,25,594.78,1,0,769.0,765.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,455.0,179756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60500.0,0.0,0.0,0.0,5.0,12840.0,13185.0,51.5,0.0,0.0,165.0,235.0,6.0,6.0,1.0,6.0,0.0,0.0,24.0,0.0,3.0,5.0,5.0,9.0,7.0,13.0,25.0,5.0,15.0,0.0,0.0,0.0,2.0,93.5,20.0,0.0,0.0,289437.0,30288.0,27200.0,29937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57649222,0.0,6000.0,6000.0,6000.0,0,11.53,197.95,1,9,8,1,48000.0,1,-1,0,0,542,10,15.3,1.0,178,660.0,664.0,0.0,15.0,0.0,19.0,0.0,6118.0,33.2,25.0,1,0.0,0.0,7122.0031615628,7122.0,6000.0,1122.0,0.0,0.0,0.0,8,197.59,0,0,664.0,660.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,61.0,30939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,0.0,0.0,0.0,7.0,1719.0,1421.0,75.1,0.0,0.0,75.0,90.0,2.0,2.0,0.0,2.0,0.0,6.0,15.0,0.0,5.0,7.0,5.0,6.0,5.0,16.0,20.0,7.0,19.0,0.0,0.0,0.0,4.0,96.0,60.0,0.0,0.0,42722.0,30939.0,5700.0,24322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57773188,0.0,25000.0,25000.0,25000.0,0,14.65,862.36,0,3,4,0,91000.0,1,-1,0,0,319,25,15.77,0.0,74,665.0,669.0,4.0,0.0,24.0,10.0,1.0,7625.0,18.8,52.0,0,0.0,0.0,26894.14,26894.14,25000.0,1894.14,0.0,0.0,0.0,13,22623.03,0,16,584.0,580.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,166474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,0.0,0.0,0.0,7.0,18497.0,32855.0,11.2,0.0,0.0,151.0,153.0,6.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,11.0,28.0,6.0,22.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,209998.0,70572.0,37000.0,64847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57648862,0.0,10000.0,10000.0,10000.0,0,7.89,312.86,3,23,8,1,30000.0,2,-1,0,4,675,46,15.76,0.0,248,675.0,679.0,0.0,45.0,0.0,7.0,0.0,6275.0,47.2,9.0,0,0.0,0.0,11248.0154685743,11248.02,10000.0,1248.02,0.0,0.0,0.0,8,312.73,0,6,804.0,800.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,13951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13300.0,0.0,0.0,0.0,3.0,1993.0,385.0,93.9,0.0,0.0,72.0,78.0,10.0,10.0,0.0,33.0,45.0,10.0,45.0,0.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,88.9,100.0,0.0,0.0,24554.0,13951.0,6300.0,11254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57166980,0.0,15400.0,15400.0,15400.0,1,18.25,393.16,4,25,4,0,35000.0,1,-1,0,4,607,25,30.18,0.0,153,710.0,714.0,2.0,35.0,0.0,38.0,0.0,12945.0,31.1,57.0,0,0.0,0.0,3860.92,3860.92,650.46,1008.06,0.0,2202.4,396.432,38,393.16,0,30,604.0,600.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,212601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41600.0,0.0,0.0,0.0,5.0,6442.0,17055.0,37.8,0.0,0.0,156.0,138.0,1.0,1.0,1.0,1.0,0.0,1.0,35.0,0.0,3.0,8.0,10.0,18.0,16.0,27.0,39.0,8.0,38.0,0.0,0.0,0.0,2.0,96.4,30.0,0.0,0.0,249627.0,139352.0,27400.0,130204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57713185,0.0,15000.0,15000.0,15000.0,1,12.69,338.93,0,10,5,0,65000.0,0,-1,0,4,287,37,5.63,0.0,63,665.0,669.0,0.0,78.0,0.0,6.0,0.0,13607.0,82.0,23.0,0,0.0,0.0,19734.0669492537,19734.07,15000.0,4734.07,0.0,0.0,0.0,20,6447.07,0,0,759.0,755.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,319164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16600.0,0.0,0.0,0.0,3.0,53194.0,2993.0,82.0,0.0,0.0,141.0,182.0,11.0,11.0,1.0,12.0,78.0,14.0,78.0,0.0,5.0,5.0,5.0,14.0,5.0,5.0,17.0,5.0,6.0,0.0,0.0,0.0,3.0,95.7,80.0,0.0,0.0,325350.0,13607.0,16600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57772422,0.0,28000.0,28000.0,28000.0,1,8.18,570.16,1,7,2,0,101000.0,0,-1,0,0,197,29,9.46,0.0,79,725.0,729.0,0.0,0.0,0.0,7.0,0.0,19922.0,91.8,18.0,0,9122.51,9122.51,24504.16,24504.16,18877.49,5626.67,0.0,0.0,0.0,25,570.16,1,3,704.0,700.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,284271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21700.0,0.0,0.0,0.0,1.0,47379.0,1352.0,93.6,0.0,0.0,81.0,251.0,25.0,17.0,3.0,55.0,0.0,7.0,0.0,0.0,2.0,3.0,2.0,5.0,3.0,4.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,299957.0,27778.0,21200.0,13617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57852966,0.0,8000.0,8000.0,8000.0,0,12.69,268.36,0,10,0,0,67000.0,2,-1,0,0,560,22,28.71,0.0,15,695.0,699.0,1.0,30.0,0.0,10.0,0.0,10184.0,72.7,27.0,1,0.0,0.0,8600.8400000016,8600.84,8000.0,600.84,0.0,0.0,0.0,33,3713.86,0,14,619.0,615.0,0.0,30.0,1.0,0,0.0,0.0,0,0.0,0.0,267677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,7.0,26768.0,0.0,100.1,0.0,0.0,147.0,164.0,11.0,11.0,1.0,11.0,0.0,4.0,0.0,1.0,1.0,3.0,1.0,9.0,15.0,3.0,11.0,3.0,10.0,0.0,0.0,0.0,3.0,92.6,100.0,0.0,0.0,290206.0,68141.0,4500.0,76306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57693222,0.0,13725.0,13725.0,13725.0,0,15.61,479.9,5,17,8,1,34320.0,2,-1,0,0,95,34,21.43,0.0,405,685.0,689.0,2.0,0.0,0.0,6.0,0.0,6102.0,48.4,8.0,0,0.0,0.0,13849.98,13849.98,13725.0,124.98,0.0,0.0,0.0,-1,13873.79,0,15,644.0,640.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,16727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600.0,0.0,0.0,0.0,1.0,2788.0,5623.0,47.9,0.0,0.0,57.0,44.0,6.0,6.0,0.0,6.0,0.0,5.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,34093.0,16727.0,10800.0,21493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57893048,0.0,10000.0,10000.0,10000.0,0,13.33,338.54,0,5,6,0,85000.0,1,-1,0,4,273,10,19.81,0.0,271,675.0,679.0,5.0,0.0,73.0,11.0,1.0,12173.0,51.0,34.0,1,0.0,0.0,10915.2000000002,10915.2,10000.0,915.2,0.0,0.0,0.0,33,8530.62,0,9,684.0,680.0,0.0,70.0,1.0,0,0.0,0.0,0,0.0,0.0,341012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23700.0,0.0,0.0,0.0,8.0,31001.0,4300.0,85.0,0.0,0.0,184.0,258.0,6.0,5.0,3.0,6.0,0.0,5.0,0.0,0.0,3.0,7.0,7.0,8.0,12.0,7.0,19.0,4.0,11.0,0.0,0.0,0.0,5.0,85.0,66.7,1.0,0.0,358738.0,63149.0,12900.0,55038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57783088,0.0,13000.0,13000.0,13000.0,1,14.65,306.89,0,3,5,0,46000.0,2,-1,0,0,672,14,16.67,0.0,150,680.0,684.0,1.0,46.0,119.0,10.0,1.0,8032.0,43.9,27.0,0,0.0,0.0,17847.7347887718,17847.73,13000.0,4847.73,0.0,0.0,0.0,3,5244.69,0,15,604.0,600.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,594.0,126692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18300.0,0.0,0.0,0.0,5.0,15837.0,3296.0,68.0,0.0,0.0,107.0,201.0,19.0,4.0,2.0,19.0,83.0,4.0,46.0,0.0,2.0,4.0,2.0,5.0,10.0,7.0,15.0,4.0,10.0,0.0,0.0,0.0,1.0,81.5,0.0,1.0,0.0,145300.0,16456.0,10300.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57732814,0.0,17500.0,17500.0,17500.0,1,18.55,449.64,4,11,7,1,70000.0,1,-1,0,0,521,0,20.62,0.0,205,665.0,669.0,1.0,36.0,0.0,8.0,0.0,2442.0,90.4,14.0,0,0.0,0.0,10329.32,10329.32,3920.91,4586.18,0.0,1822.23,328.0014,10,449.64,0,10,539.0,535.0,0.0,36.0,1.0,0,0.0,0.0,0,0.0,0.0,76214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,4.0,9527.0,141.0,82.4,0.0,0.0,121.0,48.0,36.0,7.0,0.0,36.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,12.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,3.0,78.6,100.0,0.0,0.0,78246.0,76214.0,800.0,75546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57882558,0.0,5000.0,5000.0,5000.0,0,9.17,159.4,1,6,10,1,40000.0,0,-1,0,0,258,9,21.72,0.0,72,760.0,764.0,1.0,0.0,0.0,8.0,0.0,4927.0,27.8,20.0,0,0.0,0.0,5735.625529225999,5735.63,5000.0,735.63,0.0,0.0,0.0,8,159.18,0,0,704.0,700.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,35864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17700.0,0.0,0.0,0.0,4.0,5123.0,9054.0,19.2,0.0,0.0,144.0,152.0,16.0,7.0,1.0,16.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,6.0,7.0,6.0,12.0,2.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,54130.0,35864.0,11200.0,36430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57892583,0.0,12000.0,12000.0,12000.0,0,7.89,375.43,3,23,0,0,84000.0,2,-1,0,0,395,0,23.37,2.0,301,715.0,719.0,0.0,22.0,0.0,20.0,0.0,9608.0,68.6,68.0,0,0.0,0.0,13507.5220558766,13507.52,12000.0,1507.52,0.0,0.0,0.0,29,0.06,0,4,759.0,755.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,284418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,6.0,16730.0,3237.0,46.0,0.0,0.0,136.0,237.0,5.0,5.0,2.0,5.0,0.0,13.0,22.0,0.0,2.0,3.0,3.0,12.0,26.0,8.0,40.0,3.0,20.0,0.0,0.0,0.0,3.0,88.2,33.3,0.0,0.0,327815.0,87905.0,6000.0,103815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57702459,0.0,6000.0,6000.0,6000.0,0,9.17,191.28,1,6,11,0,32000.0,1,-1,0,0,473,9,12.87,1.0,2,660.0,664.0,0.0,18.0,0.0,9.0,0.0,13058.0,78.7,12.0,1,0.0,0.0,6401.290001387099,6401.29,6000.0,386.29,15.000000052,0.0,0.0,1,4859.11,0,3,579.0,575.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,2144.0,79847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16600.0,0.0,0.0,0.0,2.0,8872.0,593.0,95.0,0.0,0.0,27.0,104.0,13.0,13.0,2.0,44.0,18.0,8.0,18.0,0.0,3.0,7.0,3.0,3.0,1.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,91.7,66.7,0.0,0.0,121788.0,13058.0,11900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57662351,0.0,15000.0,15000.0,15000.0,1,9.99,318.64,1,18,1,0,57000.0,0,-1,0,2,597,38,10.19,0.0,32,725.0,729.0,1.0,26.0,0.0,7.0,0.0,22243.0,60.6,16.0,0,5031.02,5031.02,13721.84,13721.84,9968.98,3752.86,0.0,0.0,0.0,25,318.64,1,0,749.0,745.0,0.0,26.0,1.0,0,0.0,0.0,0,0.0,0.0,216918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36700.0,0.0,0.0,0.0,4.0,36153.0,7317.0,74.9,0.0,0.0,112.0,218.0,7.0,7.0,5.0,7.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,6.0,2.0,6.0,9.0,4.0,7.0,0.0,0.0,0.0,2.0,93.7,33.3,0.0,0.0,233050.0,22243.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
55574495,0.0,18000.0,18000.0,18000.0,0,12.69,603.81,0,10,10,1,225000.0,1,-1,0,6,61,23,7.3,0.0,335,685.0,689.0,2.0,29.0,22.0,13.0,2.0,5151.0,16.8,50.0,1,0.0,0.0,21711.6473051131,21711.65,18000.0,3711.65,0.0,0.0,0.0,8,603.68,0,0,749.0,745.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,39419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30600.0,0.0,0.0,0.0,6.0,3285.0,11663.0,24.3,0.0,0.0,128.0,314.0,1.0,1.0,3.0,1.0,29.0,1.0,29.0,0.0,2.0,3.0,4.0,18.0,16.0,11.0,31.0,3.0,12.0,0.0,0.0,0.0,3.0,95.0,0.0,1.0,1.0,76736.0,39419.0,15400.0,46136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
57672346,0.0,15600.0,15600.0,15600.0,1,16.99,387.62,5,20,10,1,45000.0,1,-1,0,0,235,9,16.93,0.0,128,735.0,739.0,0.0,0.0,0.0,11.0,0.0,2665.0,18.9,11.0,0,0.0,0.0,3668.04,3668.04,1402.01,1684.23,0.0,581.8,104.724,33,387.62,0,23,534.0,530.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,36642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100.0,0.0,0.0,0.0,5.0,3331.0,4045.0,32.6,0.0,0.0,48.0,28.0,20.0,2.0,0.0,20.0,0.0,15.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,4.0,4.0,3.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,47598.0,36642.0,6000.0,33498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
